Order_ID,Order_Date,Product_Name,Category,Quantity,Selling_Price,Cost_Price,Region
1189,2024-08-01,Sunglasses,Accessories,3,1500,800,Bangalore
1190,2024-08-02,Chocolates,Groceries,7,200,150,Mumbai
1191,2024-08-05,T-Shirt,Fashion,3,800,400,Delhi
1192,2024-08-05,Bag,Fashion,1,2500,1500,Delhi
1193,2024-08-06,Coffee Powder,Groceries,3,400,300,Pune
1194,2024-08-06,Lipstick,Beauty,3,500,300,Hyderabad
1195,2024-08-07,Lipstick,Beauty,5,500,300,Mumbai
1196,2024-08-09,Laptop,Electronics,1,55000,45000,Delhi
1197,2024-08-09,Rice Bag,Groceries,3,600,500,Hyderabad
1198,2024-08-12,Sunglasses,Accessories,4,1500,800,Chennai
1199,2024-08-14,Lamp,Home Decor,1,1500,1000,Pune
1200,2024-08-14,Jeans,Fashion,3,1500,900,Delhi
1201,2024-08-15,Rice Bag,Groceries,3,600,500,Bangalore
1202,2024-08-17,T-Shirt,Fashion,3,800,400,Mumbai
1203,2024-08-17,Chocolates,Groceries,6,200,150,Hyderabad
1204,2024-08-18,Headphones,Electronics,3,3000,2000,Hyderabad
1205,2024-08-18,Hair Dryer,Beauty,3,1800,1200,Mumbai
1206,2024-08-19,T-Shirt,Fashion,6,800,400,Delhi
1207,2024-08-20,T-Shirt,Fashion,3,800,400,Hyderabad
1208,2024-08-20,Vase,Home Decor,3,800,400,Mumbai
1209,2024-08-21,Hair Dryer,Beauty,3,1800,1200,Pune
1210,2024-08-21,Smartphone,Electronics,1,20000,15000,Chennai
1211,2024-08-21,Belt,Accessories,3,1000,600,Hyderabad
1212,2024-08-22,T-Shirt,Fashion,6,800,400,Delhi
1213,2024-08-22,Moisturizer,Beauty,4,800,500,Delhi
1214,2024-08-23,Toaster,Appliances,3,1200,800,Mumbai
1215,2024-08-25,Charger,Electronics,3,500,200,Mumbai
1216,2024-08-25,Cushion,Home Decor,4,500,300,Kolkata
1217,2024-08-25,Toaster,Appliances,3,1200,800,Mumbai
1218,2024-08-26,Bag,Fashion,1,2500,1500,Mumbai
1219,2024-08-28,Lipstick,Beauty,4,500,300,Delhi
1220,2024-09-01,Wallet,Accessories,2,1200,700,Hyderabad
1221,2024-09-01,Headphones,Electronics,3,3000,2000,Hyderabad
1222,2024-09-04,Jeans,Fashion,2,1500,900,Pune
1223,2024-09-05,Lipstick,Beauty,3,500,300,Bangalore
1224,2024-09-05,Belt,Accessories,4,1000,600,Chennai
1225,2024-09-05,Wallet,Accessories,3,1200,700,Hyderabad
1226,2024-09-06,Cushion,Home Decor,3,500,300,Mumbai
1227,2024-09-06,Belt,Accessories,4,1000,600,Delhi
1228,2024-09-06,Headphones,Electronics,2,3000,2000,Chennai
1229,2024-09-07,Belt,Accessories,2,1000,600,Pune
1230,2024-09-08,Perfume,Beauty,1,2500,1500,Delhi
1231,2024-09-08,Cushion,Home Decor,3,500,300,Chennai
1232,2024-09-09,Jeans,Fashion,3,1500,900,Pune
1233,2024-09-10,Shoes,Fashion,2,2000,1200,Delhi
1234,2024-09-10,Wall Art,Home Decor,2,2000,1200,Mumbai
1235,2024-09-11,Bag,Fashion,2,2500,1500,Delhi
1236,2024-09-12,Chocolates,Groceries,7,200,150,Mumbai
1237,2024-09-13,Bag,Fashion,2,2500,1500,Hyderabad
1238,2024-09-13,Chocolates,Groceries,7,200,150,Chennai
1239,2024-09-13,Jeans,Fashion,3,1500,900,Pune
1240,2024-09-15,Lipstick,Beauty,5,500,300,Chennai
1241,2024-09-16,Sunglasses,Accessories,3,1500,800,Mumbai
1242,2024-09-16,Moisturizer,Beauty,3,800,500,Delhi
1243,2024-09-17,Cushion,Home Decor,3,500,300,Mumbai
1244,2024-09-17,Wallet,Accessories,3,1200,700,Bangalore
1245,2024-09-18,Belt,Accessories,3,1000,600,Delhi
1246,2024-09-19,Chocolates,Groceries,5,200,150,Delhi
1247,2024-09-19,Charger,Electronics,4,500,200,Kolkata
1248,2024-09-20,Bag,Fashion,2,2500,1500,Chennai
1249,2024-09-22,Toaster,Appliances,2,1200,800,Kolkata
1250,2024-09-23,Lamp,Home Decor,2,1500,1000,Mumbai
1251,2024-09-24,Hair Dryer,Beauty,3,1800,1200,Hyderabad
1252,2024-09-25,Headphones,Electronics,2,3000,2000,Hyderabad
1253,2024-09-26,Charger,Electronics,3,500,200,Pune
1254,2024-09-26,Toaster,Appliances,3,1200,800,Chennai
1255,2024-10-01,Headphones,Electronics,2,3000,2000,Delhi
1256,2024-10-01,Lipstick,Beauty,4,500,300,Mumbai
1257,2024-10-02,Laptop,Electronics,2,55000,45000,Delhi
1258,2024-10-03,Cushion,Home Decor,3,500,300,Delhi
1259,2024-10-04,Chocolates,Groceries,8,200,150,Mumbai
1260,2024-10-04,Toaster,Appliances,2,1200,800,Delhi
1261,2024-10-04,Coffee Powder,Groceries,4,400,300,Hyderabad
1262,2024-10-06,T-Shirt,Fashion,6,800,400,Bangalore
1263,2024-10-07,Cushion,Home Decor,2,500,300,Bangalore
1264,2024-10-08,Lamp,Home Decor,2,1500,1000,Mumbai
1265,2024-10-08,T-Shirt,Fashion,4,800,400,Kolkata
1266,2024-10-09,Perfume,Beauty,1,2500,1500,Mumbai
1267,2024-10-09,Hair Dryer,Beauty,1,1800,1200,Bangalore
1268,2024-10-09,Coffee Powder,Groceries,5,400,300,Kolkata
1269,2024-10-09,Belt,Accessories,3,1000,600,Hyderabad
1270,2024-10-10,Hair Dryer,Beauty,3,1800,1200,Bangalore
1271,2024-10-10,Hair Dryer,Beauty,2,1800,1200,Delhi
1272,2024-10-10,Chocolates,Groceries,7,200,150,Hyderabad
1273,2024-10-13,Iron,Appliances,2,1000,600,Kolkata
1274,2024-10-13,Vase,Home Decor,2,800,400,Pune
1275,2024-10-13,Cushion,Home Decor,4,500,300,Chennai
1276,2024-10-13,Jeans,Fashion,5,1500,900,Kolkata
1277,2024-10-13,Headphones,Electronics,2,3000,2000,Chennai
1278,2024-10-15,Coffee Powder,Groceries,3,400,300,Bangalore
1279,2024-10-15,Rice Bag,Groceries,2,600,500,Pune
1280,2024-10-16,Chocolates,Groceries,7,200,150,Pune
1281,2024-10-17,Shoes,Fashion,4,2000,1200,Hyderabad
1282,2024-10-17,Toaster,Appliances,2,1200,800,Mumbai
1283,2024-10-18,Blender,Appliances,1,2500,1800,Bangalore
1284,2024-10-18,Jeans,Fashion,5,1500,900,Pune
1285,2024-10-18,Hair Dryer,Beauty,2,1800,1200,Chennai
1286,2024-10-19,Wallet,Accessories,3,1200,700,Bangalore
1287,2024-10-19,Charger,Electronics,3,500,200,Hyderabad
1288,2024-10-19,Headphones,Electronics,2,3000,2000,Chennai
1289,2024-10-20,Blender,Appliances,2,2500,1800,Delhi
1290,2024-10-21,Charger,Electronics,3,500,200,Mumbai
1291,2024-10-21,Sunglasses,Accessories,4,1500,800,Chennai
1292,2024-10-22,Chocolates,Groceries,6,200,150,Kolkata
1293,2024-10-22,Cushion,Home Decor,4,500,300,Bangalore
1294,2024-10-23,Lipstick,Beauty,5,500,300,Mumbai
1295,2024-10-25,T-Shirt,Fashion,4,800,400,Delhi
1296,2024-10-25,Belt,Accessories,3,1000,600,Delhi
1297,2024-10-26,Sunglasses,Accessories,4,1500,800,Mumbai
1298,2024-10-26,Coffee Powder,Groceries,4,400,300,Kolkata
1299,2024-10-27,Headphones,Electronics,2,3000,2000,Pune
1300,2024-10-28,Hair Dryer,Beauty,3,1800,1200,Mumbai
1301,2024-11-02,Belt,Accessories,2,1000,600,Mumbai
1302,2024-11-02,Bag,Fashion,2,2500,1500,Delhi
1303,2024-11-03,Oil Can,Groceries,2,1200,1100,Delhi
1304,2024-11-04,Jeans,Fashion,5,1500,900,Kolkata
1305,2024-11-04,Charger,Electronics,3,500,200,Kolkata
1306,2024-11-05,Chocolates,Groceries,6,200,150,Delhi
1307,2024-11-05,T-Shirt,Fashion,4,800,400,Mumbai
1308,2024-11-05,Microwave,Appliances,1,8000,6000,Mumbai
1309,2024-11-06,Charger,Electronics,4,500,200,Pune
1310,2024-11-06,Shoes,Fashion,3,2000,1200,Kolkata
1311,2024-11-06,Jeans,Fashion,3,1500,900,Mumbai
1312,2024-11-07,Chocolates,Groceries,6,200,150,Chennai
1313,2024-11-07,Iron,Appliances,2,1000,600,Hyderabad
1314,2024-11-07,Cushion,Home Decor,2,500,300,Chennai
1315,2024-11-08,Jeans,Fashion,3,1500,900,Mumbai
1316,2024-11-08,Charger,Electronics,5,500,200,Mumbai
1317,2024-11-09,Iron,Appliances,2,1000,600,Bangalore
1318,2024-11-09,Coffee Powder,Groceries,4,400,300,Bangalore
1319,2024-11-09,Charger,Electronics,5,500,200,Bangalore
1320,2024-11-09,Charger,Electronics,5,500,200,Bangalore
1321,2024-11-11,Coffee Powder,Groceries,5,400,300,Chennai
1322,2024-11-11,Jeans,Fashion,5,1500,900,Pune
1323,2024-11-11,Toaster,Appliances,2,1200,800,Hyderabad
1324,2024-11-12,Headphones,Electronics,4,3000,2000,Bangalore
1325,2024-11-13,Wall Art,Home Decor,2,2000,1200,Kolkata
1326,2024-11-14,Lamp,Home Decor,2,1500,1000,Pune
1327,2024-11-14,Chocolates,Groceries,8,200,150,Bangalore
1328,2024-11-14,Moisturizer,Beauty,4,800,500,Delhi
1329,2024-11-15,Vase,Home Decor,3,800,400,Pune
1330,2024-11-16,Vase,Home Decor,2,800,400,Chennai
1331,2024-11-16,Coffee Powder,Groceries,3,400,300,Bangalore
1332,2024-11-17,Jeans,Fashion,5,1500,900,Delhi
1333,2024-11-17,Chocolates,Groceries,8,200,150,Mumbai
1334,2024-11-18,Moisturizer,Beauty,2,800,500,Kolkata
1335,2024-11-18,Coffee Powder,Groceries,3,400,300,Kolkata
1336,2024-11-19,Vase,Home Decor,3,800,400,Mumbai
1337,2024-11-19,Sunglasses,Accessories,4,1500,800,Chennai
1338,2024-11-20,Coffee Powder,Groceries,5,400,300,Delhi
1339,2024-11-21,Headphones,Electronics,4,3000,2000,Kolkata
1340,2024-11-21,Belt,Accessories,4,1000,600,Chennai
1341,2024-11-22,Chocolates,Groceries,6,200,150,Chennai
1342,2024-11-22,T-Shirt,Fashion,7,800,400,Chennai
1343,2024-11-23,Charger,Electronics,5,500,200,Delhi
1344,2024-11-23,Chocolates,Groceries,7,200,150,Hyderabad
1345,2024-11-25,Lamp,Home Decor,3,1500,1000,Mumbai
1346,2024-11-26,Charger,Electronics,5,500,200,Delhi
1347,2024-11-26,T-Shirt,Fashion,5,800,400,Delhi
1348,2024-11-26,Charger,Electronics,5,500,200,Kolkata
1349,2024-11-26,Coffee Powder,Groceries,5,400,300,Bangalore
1350,2024-11-26,Coffee Powder,Groceries,3,400,300,Kolkata
1351,2024-11-26,Moisturizer,Beauty,4,800,500,Hyderabad
1352,2024-11-26,Lipstick,Beauty,4,500,300,Delhi
1353,2024-11-27,Charger,Electronics,6,500,200,Chennai
1354,2024-11-28,Coffee Powder,Groceries,3,400,300,Kolkata
1355,2024-11-28,Coffee Powder,Groceries,4,400,300,Bangalore
1356,2024-12-01,Hair Dryer,Beauty,3,1800,1200,Chennai
1357,2024-12-01,Sunglasses,Accessories,4,1500,800,Bangalore
1358,2024-12-02,Cushion,Home Decor,2,500,300,Chennai
1359,2024-12-02,Lamp,Home Decor,3,1500,1000,Delhi
1360,2024-12-02,Oil Can,Groceries,2,1200,1100,Pune
1361,2024-12-03,Bag,Fashion,2,2500,1500,Mumbai
1362,2024-12-03,Charger,Electronics,4,500,200,Chennai
1363,2024-12-06,Jeans,Fashion,5,1500,900,Delhi
1364,2024-12-07,Blender,Appliances,1,2500,1800,Delhi
1365,2024-12-07,T-Shirt,Fashion,4,800,400,Hyderabad
1366,2024-12-08,Laptop,Electronics,2,55000,45000,Kolkata
1367,2024-12-09,Bag,Fashion,2,2500,1500,Chennai
1368,2024-12-09,Moisturizer,Beauty,4,800,500,Mumbai
1369,2024-12-09,Lipstick,Beauty,4,500,300,Pune
1370,2024-12-10,Vase,Home Decor,3,800,400,Pune
1371,2024-12-10,Belt,Accessories,2,1000,600,Pune
1372,2024-12-10,Blender,Appliances,2,2500,1800,Hyderabad
1373,2024-12-11,T-Shirt,Fashion,3,800,400,Chennai
1374,2024-12-11,Moisturizer,Beauty,4,800,500,Delhi
1375,2024-12-12,Toaster,Appliances,2,1200,800,Chennai
1376,2024-12-12,Blender,Appliances,2,2500,1800,Pune
1377,2024-12-12,Coffee Powder,Groceries,3,400,300,Delhi
1378,2024-12-13,Rice Bag,Groceries,2,600,500,Delhi
1379,2024-12-13,Lipstick,Beauty,5,500,300,Bangalore
1380,2024-12-14,Charger,Electronics,4,500,200,Delhi
1381,2024-12-14,Moisturizer,Beauty,2,800,500,Hyderabad
1382,2024-12-15,Headphones,Electronics,3,3000,2000,Chennai
1383,2024-12-15,Microwave,Appliances,2,8000,6000,Hyderabad
1384,2024-12-15,Cushion,Home Decor,4,500,300,Pune
1385,2024-12-16,Chocolates,Groceries,5,200,150,Mumbai
1386,2024-12-18,Charger,Electronics,6,500,200,Bangalore
1387,2024-12-18,Lipstick,Beauty,5,500,300,Delhi
1388,2024-12-19,Lipstick,Beauty,3,500,300,Bangalore
1389,2024-12-21,Lipstick,Beauty,5,500,300,Hyderabad
1390,2024-12-21,Shoes,Fashion,4,2000,1200,Hyderabad
1391,2024-12-22,Perfume,Beauty,2,2500,1500,Hyderabad
1392,2024-12-22,Sunglasses,Accessories,3,1500,800,Pune
1393,2024-12-22,Perfume,Beauty,1,2500,1500,Hyderabad
1394,2024-12-23,Bag,Fashion,1,2500,1500,Bangalore
1395,2024-12-23,T-Shirt,Fashion,6,800,400,Mumbai
1396,2024-12-23,T-Shirt,Fashion,5,800,400,Bangalore
1397,2024-12-23,T-Shirt,Fashion,3,800,400,Kolkata
1398,2024-12-23,T-Shirt,Fashion,4,800,400,Pune
1399,2024-12-25,Sunglasses,Accessories,5,1500,800,Mumbai
1400,2024-12-25,Blender,Appliances,1,2500,1800,Mumbai
1401,2024-12-26,Jeans,Fashion,2,1500,900,Delhi
1402,2024-12-26,Headphones,Electronics,2,3000,2000,Hyderabad
1403,2024-12-26,Lipstick,Beauty,5,500,300,Chennai
1404,2024-12-27,Chocolates,Groceries,6,200,150,Mumbai
1405,2024-12-28,Belt,Accessories,3,1000,600,Delhi
1406,2025-01-02,Headphones,Electronics,2,3000,2000,Mumbai
1407,2025-01-03,Lipstick,Beauty,3,500,300,Bangalore
1408,2025-01-04,Lipstick,Beauty,3,500,300,Delhi
1409,2025-01-04,Lipstick,Beauty,5,500,300,Hyderabad
1410,2025-01-04,Cushion,Home Decor,2,500,300,Pune
1411,2025-01-05,Shoes,Fashion,1,2000,1200,Hyderabad
1412,2025-01-05,Wall Art,Home Decor,2,2000,1200,Delhi
1413,2025-01-06,Lamp,Home Decor,1,1500,1000,Hyderabad
1414,2025-01-06,Watch,Accessories,1,5000,3500,Hyderabad
1415,2025-01-07,Charger,Electronics,4,500,200,Delhi
1416,2025-01-07,Moisturizer,Beauty,4,800,500,Delhi
1417,2025-01-07,Hair Dryer,Beauty,1,1800,1200,Hyderabad
1418,2025-01-07,Microwave,Appliances,2,8000,6000,Mumbai
1419,2025-01-09,Belt,Accessories,3,1000,600,Mumbai
1420,2025-01-09,Chocolates,Groceries,6,200,150,Delhi
1421,2025-01-11,Cushion,Home Decor,3,500,300,Chennai
